,logFC,AveExpr,t,P.Value,adj.P.Val,B
GDNF,-0.498921186342562,1.6545984113513,-1.28414201184423,0.209776975914397,0.280729664621627,-6.13059501572281
SNX11,-0.291307794925866,7.217882653425,-1.2840029353594,0.209824938327146,0.280774304958543,-6.13076797838395
ZNF365,-0.318232959158621,0.286963037754737,-1.28340318121919,0.21003186762613,0.281031643590781,-6.13151367329072
TRPV3,-0.730997182638273,1.81767074897573,-1.28213044506557,0.210471507782002,0.281600301837915,-6.13309508695763
FAT2,-0.37485196524597,0.180963017704951,-1.28150926736144,0.210686335611975,0.281868114275589,-6.13386641423024
NNAT,-0.313471054396716,0.217997520513357,-1.28124094987217,0.210779182159403,0.281972707328267,-6.13419948629126
CHAF1B,-0.492994352769485,3.03267321204809,-1.28055579686943,0.211016408973574,0.282270419045155,-6.1350497105798
RTKN2,-0.444650680331895,0.62598728255523,-1.2801485041551,0.211157526184962,0.282439535302712,-6.13555493965945
MGP,-0.578254990150214,6.51971310007842,-1.2768453564955,0.212304648794092,0.283954144501629,-6.139647085925
FGF2,0.413038020678069,5.57295261814824,1.27663733139948,0.212377050778123,0.284031220953699,-6.13990448648989
ZNF781,-0.512283263249431,1.19045615656484,-1.27549454816211,0.212775125817977,0.284535302997493,-6.14131784942841
ELOVL6,-0.436801501118293,9.74736181630861,-1.27547033672324,0.212783565731858,0.284535302997493,-6.14134778131981
ABCA12,0.253823661470507,0.131288100760607,1.27431169753764,0.213187756283283,0.285055961506893,-6.14277958340401
NAT14,-0.452716316111328,4.42734148465818,-1.27410416897638,0.213260214196913,0.285133014669702,-6.14303591730355
FAM155B,-0.454484661716178,1.05612284077359,-1.27373322749541,0.213389773909333,0.285286398011608,-6.14349400227475
KIN,-0.313172869005951,6.00036701586168,-1.27353907845517,0.213457608747093,0.285357244152901,-6.14373371459992
UBE3D,-0.426528468514578,4.22260936354599,-1.27289037319863,0.213684382647203,0.285640540703134,-6.14453442399313
TCN1,-0.325780399638246,0.396270796425161,-1.2718924867163,0.214033581033678,0.28608743623531,-6.14576542723633
SERTAD1,-0.305801160628972,6.25495448720024,-1.27183632747833,0.214053246184634,0.286093830499137,-6.14583468037832
NRXN3,-0.59001716253535,1.38277807289076,-1.271678670966,0.214108459750224,0.286147732964759,-6.14602908105297
MFAP2,-0.459485424903792,1.48469149716436,-1.27150249072326,0.214170173412593,0.286210314462471,-6.14624629736081
CWH43,-0.897595375493059,4.24393059081135,-1.27115327705945,0.214292538447807,0.286353934222498,-6.14667677119025
PLEKHD1,0.429274253889926,0.519890193001753,1.27076882826273,0.214427311435206,0.28651411331261,-6.14715055771806
GRM2,-0.293261726193911,0.247238793153183,-1.27066831433559,0.214462558389812,0.286541294394617,-6.14727440795292
POLE2,-0.38738104740134,3.87362005349422,-1.26972882200081,0.214792220843712,0.286961809987516,-6.14843160127206
C9orf16,-0.458974156824842,7.23810104548193,-1.26781643099242,0.21546445823397,0.287839914498512,-6.15078478546487
ITGAE,-0.333596591574012,5.28741237063659,-1.26463004251362,0.216588076936689,0.289320857358799,-6.15469861132873
ST8SIA3,-0.666700239270269,1.8248710211846,-1.26437389449813,0.216678595473893,0.289421663168595,-6.15501285641169
CENPX,-0.395617738412884,8.17884689974821,-1.2634061993631,0.217020822399826,0.289858643228891,-6.15619952401017
SPATA18,0.438596312641831,5.50803604235807,1.26169789028141,0.217625969759303,0.290646701536825,-6.15829242058856
SLTM,-0.392516236598425,9.44982572171154,-1.26148113636652,0.217702843578863,0.29072917253429,-6.15855779165888
ARL17A,-0.421226594951334,1.59682210065604,-1.25988199446599,0.21827063099312,0.291467172386104,-6.16051436159078
FYB2,0.273897071574958,7.06439166644381,1.25975093980074,0.218317212673282,0.291509127215159,-6.16067461066278
ENO4,-0.418242231493094,0.694731204308353,-1.2596687390738,0.218346433700879,0.2915278969303,-6.16077511527114
HOPX,-0.360488612401918,3.53108007136904,-1.25861112718636,0.218722662134111,0.292003244644222,-6.16206770795634
TRPC6,-0.372609019874955,0.718334589628079,-1.25858255340858,0.218732833608398,0.292003244644222,-6.16210261686196
KCNK10,-0.443905798342516,0.586630184305383,-1.25787642641087,0.218984309184506,0.292318660191093,-6.16296507596235
DOC2A,-0.189402083384845,0.158102155197281,-1.25680316147907,0.219366954355305,0.292707502601386,-6.16427512961425
FAM170B,-0.189402083384845,0.158102155197281,-1.25680316147907,0.219366954355305,0.292707502601386,-6.16427512961425
GH1,-0.189402083384845,0.158102155197281,-1.25680316147907,0.219366954355305,0.292707502601386,-6.16427512961425
H4C2,-0.189402083384845,0.158102155197281,-1.25680316147907,0.219366954355305,0.292707502601386,-6.16427512961425
JMJD7,-0.189402083384844,0.158102155197281,-1.25680316147906,0.219366954355306,0.292707502601386,-6.16427512961425
GABRR2,-0.189402083384844,0.158102155197281,-1.25680316147906,0.219366954355306,0.292707502601386,-6.16427512961425
PLAAT2,-0.70696198705848,4.6841242696422,-1.25548097358033,0.219839042620036,0.293317065332097,-6.16588765546792
ZSCAN1,-0.348144399194591,0.234736376622676,-1.25310046583453,0.220690943321917,0.294433267547804,-6.16878708420565
CCDC168,-0.445293495082385,0.787300106869459,-1.25273379251861,0.22082238460325,0.294588185691311,-6.16923325188113
ZNF57,-0.381354053414134,4.46124675327394,-1.25261259297508,0.220865843989517,0.294625718200005,-6.16938070175727
ARRDC4,-0.354493498615081,7.62367409095927,-1.25127249704204,0.221346803086543,0.295246811166224,-6.1710101983389
UPK3B,-0.717714373854643,1.73126252049454,-1.25044661654001,0.221643604935232,0.295622194039117,-6.17201365751958
PRMT6,-0.573671218582172,6.43177187643907,-1.24957666462215,0.221956570244238,0.296019081716647,-6.17307002532575
AGAP4,-0.586165783210242,1.20389533107918,-1.24930946697249,0.222052761638541,0.296126827309999,-6.17339434727343
PNPLA5,0.277995000096154,0.143790517291114,1.24871297701057,0.222267612208757,0.296392789395391,-6.17411813788934
MYH11,-0.835869376898733,7.27540535113355,-1.24822093801601,0.222444958614556,0.296608706433961,-6.17471495394376
TUSC3,-0.32921036303143,5.95123981733316,-1.2475760378972,0.22267756283014,0.296898269325851,-6.17549686434767
TYMP,-0.374060590522285,9.29348691105179,-1.24700348888733,0.222884225155689,0.297153205868108,-6.17619075040333
TPTE2,0.234235595286172,0.192584913817971,1.24689396192017,0.222923775556912,0.297185325919259,-6.1763234564141
ZNF683,-0.439617107203362,1.14447602781569,-1.24683116666482,0.222946453435822,0.297194949889313,-6.17639953625346
H2AC11,-0.475047105473586,2.62794894011541,-1.24551505771376,0.223422153934048,0.297808424695422,-6.17799328645315
GNAT2,-0.544210482832485,2.21762604842666,-1.24392211505999,0.223998938679542,0.29855654437841,-6.17992026055803
KRT6C,0.314035119288004,0.37671767253813,1.24335010707189,0.224206329529898,0.29881224854158,-6.1806116783246
CXorf58,-0.424003467228401,0.970814868762126,-1.24315745252152,0.224276212179266,0.298884665128684,-6.18084448664157
MYH6,-0.371428571428572,0.379310344827586,-1.24278972276805,0.224409646423029,0.299041758680441,-6.18128877055595
SLC5A5,-0.221833154765339,0.212756034532494,-1.24272872720004,0.224431785032974,0.299050531415229,-6.18136245286318
ISG15,-0.560071927724775,8.04244869094649,-1.2385301039644,0.22595965473341,0.301065518209842,-6.18642660207377
GREM1,-0.990895309165559,3.54694256364156,-1.23771540105235,0.226257028650851,0.301440843784658,-6.18740747809039
FKBPL,-0.310885773424417,5.65161013089777,-1.23738800462911,0.226376614255781,0.301579267484401,-6.18780149033599
MISP,-0.554326777779368,0.622401236977933,-1.23721854230125,0.226438531156956,0.301640850990332,-6.18800539681593
CCR4,-0.465108761712666,1.80090088363717,-1.23653903759594,0.22668693163121,0.301950825234533,-6.18882276386497
FSD1L,-0.580997208748073,1.70959551392891,-1.23642559155748,0.226728423056109,0.301985169270728,-6.18895918747305
LTA,-0.47777894842644,1.05330857299588,-1.23390977482781,0.227650019687061,0.303177438436643,-6.19198168624562
CLCA4,-0.465968711146929,0.224950412277828,-1.23389589871367,0.227655110599292,0.303177438436643,-6.19199834172394
FAM193B,-0.517644706710314,5.14119851870353,-1.23088497147941,0.228761794452679,0.304630151579467,-6.19560839017991
OTOF,-0.453663193926211,0.619009817757482,-1.23082229899647,0.228784872949974,0.304639782688963,-6.19568344953725
ENPP5,-0.560816632700632,2.0466762654805,-1.22970311180306,0.229197296632679,0.30516781132788,-6.19702326205871
ALOX15,-0.607888483337205,1.01565607335998,-1.22947297187873,0.229282173010378,0.305259679787016,-6.1972986342333
FCRLA,-0.458051984746068,1.81383499691136,-1.22789897800481,0.229863299948725,0.30601218347166,-6.19918074773649
BCKDHA,-0.338560714491759,0.563443103547746,-1.22755296908876,0.229991196357609,0.306161248440316,-6.19959420074769
COX6A1,0.268834386300066,9.12824587902634,1.22743827377231,0.230033603344227,0.306196498254709,-6.19973122946325
DHRS2,-1.09943903590592,6.84658049933148,-1.22496865370773,0.230948134398498,0.307392542495924,-6.20267895069783
EGFL8,0.346412107021199,0.363818854668388,1.22431544567384,0.23119048070784,0.307693803503511,-6.20345772592344
H1-4,-0.366229881110348,0.549131465641579,-1.22401950865525,0.231300338838787,0.307818705120841,-6.20381042887814
COL22A1,-0.321018494876342,0.327305279183782,-1.22379348427514,0.231384270255911,0.307909088092329,-6.20407975726327
RBM20,-0.397779689474007,0.912950320309966,-1.22348000534639,0.231500714636911,0.308042721407435,-6.20445322184394
EPOP,-0.273006935450929,5.49925538655653,-1.22157576269334,0.232209005210138,0.308963812385972,-6.20672000777658
ATP6V0B,-0.273352551812781,9.18610705675007,-1.21998437904242,0.232802170404582,0.309731607337584,-6.20861194263283
IFT43,-0.259403677174046,6.69933502459219,-1.21974488593653,0.232891536082972,0.30982906243133,-6.20889647535612
JAKMIP1,-0.467645408863435,1.05855005897674,-1.21962056701685,0.232937935199667,0.309869347094768,-6.20904415422558
LOXL1,-0.536054272473783,3.4515332466972,-1.21952510389694,0.232973569262355,0.309895306792276,-6.20915754603041
PFN4,-0.375750877193335,1.07933917651875,-1.2185872195382,0.233323875633239,0.310339802756954,-6.21027114882422
YY2,-0.479262197620129,2.57519351273597,-1.21750301596294,0.233729324142317,0.310857575692567,-6.21155752706424
GYG2,-0.430154946962901,8.68349007389675,-1.21572772790499,0.23439434775529,0.311720485306825,-6.21366164033745
PCDHA3,-0.291372959213566,0.312993641277615,-1.21523669728405,0.234578537466755,0.311943859915499,-6.21424313503948
C19orf84,-0.364253512066165,0.520508189829245,-1.21509634438462,0.234631204889565,0.311992316641436,-6.21440930684657
ABCD2,-0.501965247224275,1.04744909018752,-1.21470333239518,0.234778729642426,0.312166891028124,-6.21487452452591
CCDC167,-0.364492707811736,7.46133972848038,-1.21355203414217,0.235211290852929,0.312720405715599,-6.21623656634993
NCAM2,-0.575678741610139,7.59155782329815,-1.21335137510675,0.235286742541763,0.31279908895411,-6.2164738371104
RIMS2,0.206566428667583,0.178273275911804,1.21192377578726,0.235824069380186,0.313491753134703,-6.21816089568779
ADIRF,-0.429365531033431,9.43608599060441,-1.20923220291899,0.236839627243377,0.314820012013685,-6.22133679728624
FXYD3,-0.684618987806729,1.70431328801204,-1.20818602836548,0.237235238608049,0.315324077865026,-6.22256951135095
ADAM21,-0.423357642692033,0.79153654644827,-1.20811958782953,0.237260379753084,0.315335693104255,-6.22264776627959
KRT5,-0.726445312669108,1.01115711019117,-1.20784479769472,0.237364381626463,0.315452110933828,-6.22297137826522
ADAM20,0.293354821473215,0.336375431109085,1.20629377904726,0.237952044506811,0.316211243218596,-6.22479672523686
BCL2L15,-0.428306488153617,0.618096982882958,-1.20603448035471,0.238050395426044,0.316320075481456,-6.22510168036357
TSC22D1,0.329413166145239,9.65614015439719,1.20593625045564,0.238087661527553,0.316347729135891,-6.22521719086004
PCP4,-0.351017536976152,0.369456741988487,-1.20510419162056,0.238403499303918,0.316745492337099,-6.22619528619564
PAX2,-0.341227823079147,0.298064006543956,-1.20492471084326,0.23847166856471,0.316814168209285,-6.22640618847005
ENOX1,-0.538912205962263,1.39025016088763,-1.2012967983812,0.239852712885571,0.31862689367227,-6.23066317884612
FA2H,-0.389694460913424,0.599456693870451,-1.20124784049323,0.239871390374924,0.318629688382362,-6.23072054704606
VIP,0.330375952477106,0.385169827635942,1.2010559214237,0.239944618147543,0.31870493877895,-6.23094541496731
SCGN,-0.475479685181551,4.71121166565856,-1.20094980627399,0.239985114101196,0.318736705947875,-6.23106973419174
FAM83E,-0.41752464062466,1.14001799274863,-1.20048893888807,0.240161050546551,0.318948341859453,-6.23160954880456
GIPR,-0.321661309626832,0.488618103498011,-1.19953106729835,0.240527025463005,0.319412313637237,-6.23273090872345
DOCK3,0.240802023953755,0.267409913867706,1.19929930452929,0.240615637539845,0.31950758963344,-6.23300210745345
SYT6,-0.223809523809524,0.241379310344828,-1.19921303163002,0.240648629279178,0.31950758963344,-6.23310304820977
SNURF,-0.223809523809524,0.241379310344828,-1.19921303163001,0.240648629279179,0.31950758963344,-6.23310304820978
SEC61B,-0.266560454704857,10.2320267915475,-1.19816991513589,0.241047795009203,0.320015458811679,-6.23432299499215
SGCZ,-0.337392412776741,0.623338468863822,-1.19781575822265,0.241183430792526,0.320173419209108,-6.2347369717005
RASD1,-0.600688180286744,4.68485053917249,-1.19745838060196,0.241320357513272,0.320333071407351,-6.23515460144661
PHIP,-0.564394842922756,7.27033813486575,-1.19590844196821,0.241914873859865,0.321100072490742,-6.23696455368219
MT1A,-0.428607176022996,7.47157201647449,-1.19575932608237,0.241972128143229,0.321153894618818,-6.23713857354971
CHST9,-0.527864390000306,6.56996521859366,-1.19546523544501,0.242085076168428,0.321281622900596,-6.23748172326358
SPDEF,-0.74158958709275,0.837330403441375,-1.19420993626704,0.242567624577179,0.321899812417772,-6.23894557192609
KLHL10,-0.331994285824177,0.638268103597481,-1.19285654209434,0.243088680672091,0.322569014765389,-6.24052226067841
FAM43B,-0.42218384776155,1.52942425996338,-1.19231802023875,0.243296242018835,0.322822158383056,-6.24114918451595
RGS7,-0.828319529113943,1.17685412860055,-1.19210462793395,0.243378525708302,0.322909051534996,-6.24139753603952
FBLL1,-0.60526034402846,1.0109519630763,-1.19162774437809,0.243562485722171,0.323130825202453,-6.24195240076616
TM7SF2,-0.355917208444586,11.1967077407298,-1.19144369706598,0.243633510374723,0.323202748892771,-6.24216649044254
MEOX1,0.392896073025509,0.731244779792959,1.19039263894771,0.244039412428471,0.323718878350745,-6.2433885435311
HBG1,0.412761575562317,0.68385183100739,1.1902117792955,0.244109308072339,0.323789254014814,-6.24359872892521
CTSE,-0.610674396859086,1.29992936932157,-1.18947637313464,0.244393668441569,0.324144068698804,-6.24445308203655
ANXA2,-0.27335088196743,9.4091316186653,-1.18855291732732,0.244751089592207,0.324595729677855,-6.24552522634606
FAM240C,-0.361667412982786,0.635057434480533,-1.18787343595853,0.245014328157219,0.324922429386945,-6.24631363367999
BEND2,0.231450059568453,0.232927155247016,1.18773948760408,0.245066245948177,0.324946449986461,-6.24646900699107
H4C4,0.231450059568452,0.232927155247016,1.18773948760408,0.245066245948177,0.324946449986461,-6.24646900699107
AQP1,-0.470333740507556,8.17686023995805,-1.18660200833103,0.24550745614099,0.325509023745554,-6.2477877885429
CLUL1,-0.370520816260269,0.629197951672177,-1.1861532252606,0.245681693599647,0.325717575301924,-6.24830778941432
DDX47,0.283831011949405,0.474306465591844,1.18600374452053,0.245739748948621,0.325772077888376,-6.24848095200068
FOXN4,0.560444843938267,0.847553472824401,1.18483734341064,0.246193104571038,0.326350578182321,-6.24983146686
ARHGAP40,-0.27447355434864,0.23816864122788,-1.1845838743159,0.24629170444653,0.326436264597349,-6.25012478690461
CHRM4,-0.274473554348639,0.23816864122788,-1.1845838743159,0.24629170444653,0.326436264597349,-6.25012478690461
HORMAD1,-0.298023630955815,0.316204310394562,-1.18365227217628,0.246654350028711,0.326894380208326,-6.25120237099067
PALM2AKAP2,-0.384634685407478,0.663680710292867,-1.18285493677285,0.246965042839673,0.327283583690129,-6.25212404115314
SCGB2A1,-0.302613690579213,0.212756034532494,-1.18237284511003,0.24715303679776,0.327510141469323,-6.25268103723547
KIF4A,-0.526031658846824,2.1698525643855,-1.18232320283674,0.247172401043608,0.327513226966942,-6.25273838097999
DUOX1,-0.436498848643475,0.955385248866567,-1.18166551375417,0.247429055404255,0.327830709176209,-6.25349789840975
VN1R1,-0.525259963177433,1.33775258481785,-1.17989212486736,0.248122077623153,0.328726272641797,-6.25554395524731
VAMP8,-0.210852154569958,9.70847033518526,-1.17799027258684,0.248866893329224,0.329690326919399,-6.25773514356647
SCTR,0.488021066415948,1.22161531048124,1.17745919849126,0.249075170324028,0.329943509231684,-6.25834644173421
ASIP,-0.434860831045905,0.97605635474299,-1.17702115860059,0.249247057837487,0.330146820949629,-6.25885046454236
ENTPD2,-0.333925689453228,3.77880192321379,-1.17698055185506,0.249262996415286,0.330146820949629,-6.25889717939071
GOLM1,-0.369680296812996,6.77399861604451,-1.17625962440627,0.249546093218572,0.330499010893294,-6.25972630697649
ADGRB2,-0.450220652422966,0.783471440925019,-1.17608749971514,0.249613718904167,0.330565801882801,-6.25992419706232
AGAP6,-0.552560252912295,2.1762739026194,-1.17579277784753,0.249729542891827,0.330696408740554,-6.26026297516862
KCNMB3,-0.543242259426407,1.38786625180159,-1.17498096621852,0.250048785011887,0.331096349049764,-6.26119574299283
KRT4,-0.265037346888671,0.194615730681887,-1.17364591977245,0.250574441229917,0.33176953392873,-6.26272843905528
AQP5,-0.616373294483696,0.403223688189632,-1.1726464502152,0.250968501125246,0.332268399843872,-6.26387484605058
CHRM1,-0.276715827766019,0.200253618001986,-1.16991176663347,0.252049034092035,0.333675986807559,-6.26700705599851
PHLDA3,0.474288077854741,4.51614204599839,1.16907146445109,0.252381742162691,0.334093437518264,-6.26796817990617
MAK,0.273945387609472,0.254907497337199,1.16861494405092,0.252562631552872,0.334309872735056,-6.26849007857426
ADAMDEC1,0.39513834644289,0.769159803018852,1.16573184298931,0.253707219587575,0.335801810435189,-6.27178180736814
NBPF10,-0.599688554951661,2.95760409017013,-1.16492954594212,0.254026407307086,0.336201134550373,-6.27269650662068
CSNK1E,-0.318586035238898,5.89240693495227,-1.1646105594742,0.254153395517451,0.336346047279066,-6.27306002485088
TAGLN,-0.439732785674493,8.20290611413686,-1.16385273612233,0.254455271158352,0.336722369770052,-6.27392328187763
INHBA,-0.510657930623106,6.84859877965835,-1.16380502512974,0.254474285427948,0.336724353868284,-6.27397761373223
PLA2G2A,-1.15014809431281,7.90466364859302,-1.16308789584034,0.254760208732912,0.337079491596024,-6.27479401617501
EPS8L3,-0.273140000054945,0.370858189729775,-1.16295681263562,0.254812497786175,0.337125474498604,-6.27494319613913
EGF,-0.367647678478708,0.494477586306366,-1.16208127668393,0.255161950798594,0.337564581895332,-6.27593921412451
ARL14,-0.270354464337226,0.33051594830073,-1.16129921194268,0.255474393751398,0.337931417357274,-6.27682832385391
FBXL13,-0.270354464337226,0.33051594830073,-1.16129921194268,0.255474393751398,0.337931417357274,-6.27682832385391
KCNMB2,-0.310332976197346,0.494477586306366,-1.16097027040628,0.255605893085363,0.338082098009364,-6.27720212721984
EIF2S3B,-0.493735921271938,1.52916979339905,-1.16086312276324,0.255648737684051,0.33811550508915,-6.27732386719967
FAM228A,-0.418426767188515,0.989584541735361,-1.16056420926238,0.25576829058368,0.338250353337776,-6.27766343563898
ZNF136,-0.296996253245662,5.36095327120674,-1.1603173099628,0.255867070884455,0.338357713423693,-6.27794385572853
NTRK2,-0.709322364867486,4.63971401897338,-1.16014165815574,0.255937363272934,0.338419667458405,-6.27814332235493
SCGB2A2,-0.753349604277689,0.363686015858194,-1.16011226576577,0.255949126910023,0.338419667458405,-6.27817669708406
AEN,-0.41573026905736,5.89018461393103,-1.15962543694835,0.256144026746192,0.338654075661615,-6.27872937430833
TRIM39,-0.24501240611985,6.00827452594809,-1.15955940047512,0.25617047254161,0.338665749870201,-6.27880432667703
SSTR5,-0.282491964440248,0.336375431109085,-1.15940357695745,0.256232883516117,0.338724966347889,-6.27898117333091
MT1HL1,0.438828059913828,0.936739883775809,1.15923688570874,0.256299659606731,0.338789944715305,-6.27917033010814
UQCRFS1,-0.207622491743678,9.46617121988375,-1.15889005463454,0.256438640121716,0.338950351071845,-6.27956382575648
SKOR1,-0.451998548788194,1.00186536277761,-1.15800313896196,0.256794291918263,0.339369173097498,-6.28056958661671
CYP46A1,-0.430105339693457,4.31125851347066,-1.15798459306691,0.256801732647614,0.339369173097498,-6.2805906101807
UBQLNL,-0.442155416883013,1.06378017266247,-1.1579678143479,0.256808464510918,0.339369173097498,-6.28060963021695
HTRA4,-0.282020994828264,0.347476399898304,-1.15731447190791,0.257070695404865,0.339692358179842,-6.28135005251452
CPA1,-0.258941887833072,0.258339761942403,-1.15698625177375,0.257202506508433,0.339843174407191,-6.28172187607391
TAGLN2,-0.224257371916426,10.4413744153499,-1.15682441107732,0.257267518908415,0.339905714453596,-6.28190518180679
LINC00672,-0.46466106302119,1.55847082352937,-1.15677631260605,0.257286842678179,0.339907885547552,-6.2819596551284
GSTT2B,-0.821124778079785,3.14006438458924,-1.15636551466191,0.257451925832363,0.340102609367634,-6.2824248155373
TCTEX1D1,-0.616363480213901,6.65645293996735,-1.15557104061747,0.2577714129176,0.340496589799689,-6.28332400037259
RPL10L,0.249061756708602,0.200253618001986,1.15553581626924,0.257785584631182,0.340496589799689,-6.28336385427775
MSANTD1,0.395708100894695,0.631625169875329,1.15526318946087,0.25789528909708,0.340618091020292,-6.28367227533076
FOXC2,-0.275116369099131,0.399481465542109,-1.15428611438679,0.258288742694138,0.341114314645518,-6.28477709231468
CCNE1,-0.479598842663672,1.74624192822371,-1.15416983447987,0.25833559610353,0.341152756909628,-6.28490851810018
SGO1,0.553666386475541,2.43515699418543,1.15304131837738,0.258790639298472,0.341730204032772,-6.28618340363967
OAZ3,-0.513418042161236,2.48039512553539,-1.15278654972157,0.258893448812856,0.341842483065052,-6.28647105946254
CCDC66,-0.299237239378851,5.00910692806383,-1.1517047847044,0.259330317541639,0.342395807618845,-6.2876918233168
NOTUM,-0.469870592405031,7.72048009089788,-1.15082776657822,0.259684894859497,0.342840413657041,-6.28868076849475
TH,-0.337289850540711,0.522317411204904,-1.14918359334383,0.260350586105154,0.34369566832875,-6.29053293242092
COL7A1,-0.993040636500436,1.8135506176228,-1.14898831872003,0.260429731403195,0.343701472333908,-6.29075274992661
CGA,-0.251478690428114,0.227067672438661,-1.14894017431012,0.260449247152862,0.343701472333908,-6.29080694010427
C2orf50,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
CKMT1B,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
HPCA,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
MIR9-1HG,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
RUFY4,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
SYT8,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
TAF1L,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
TMC1,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736888,0.343701472333908,-6.29114078667767
PGAM4,-0.147619047619048,0.137931034482759,-1.14864353317494,0.260569516736889,0.343701472333908,-6.29114078667768
TRIM40,-0.147619047619047,0.137931034482759,-1.14864353317494,0.26056951673689,0.343701472333908,-6.29114078667768
SBSPON,-0.515475857050858,1.75126689479456,-1.1464497089759,0.261460235042046,0.344852704355332,-6.29360733557109
ZNF587B,-0.437932061349017,5.21206938930582,-1.14593262705262,0.261670499386124,0.345106355951035,-6.29418807481023
PUS3,-0.190720026512477,7.93979587686742,-1.14533247751637,0.261914696621037,0.34540472235831,-6.29486180964835
SDCBP2,-0.356201178125323,4.66825970665823,-1.14444612062684,0.262275653719244,0.345839726192683,-6.29585625778621
CACNA2D3,-0.462646128633143,1.8176636628558,-1.14443415026726,0.262280530969536,0.345839726192683,-6.29586968314504
NUCB2,-0.315144326252319,9.78935693757461,-1.14432595017326,0.26232461943956,0.345871428366745,-6.2959910291909
NSRP1,-0.364669366654318,7.75080152330952,-1.14428684522538,0.262340554925559,0.345871428366745,-6.29603488269574
BMP8B,-0.718174965160014,2.69574928415639,-1.14407230922145,0.262427992104272,0.345941067246945,-6.29627544581928
ACSM6,-0.194163988146749,0.227067672438661,-1.14406894331749,0.262429364095159,0.345941067246945,-6.29627921974211
PIN4,-0.309503355154311,8.01798077523533,-1.14390626386072,0.262495680813639,0.346004762676875,-6.29646160736963
MAMDC2,-0.519690769863594,2.28213724966836,-1.14352771799997,0.262650043317196,0.346184497653441,-6.29688592181011
NDUFA7,-0.410247479393244,0.915043007437522,-1.14260462949836,0.263026735315078,0.346657228109439,-6.29792008252821
TMEM129,-0.339329843053012,8.76794293194081,-1.14172661078167,0.263385400301201,0.347106136604784,-6.29890304608612
CCDC177,-0.312137500103023,0.350687069015252,-1.14154450930029,0.263459832145989,0.347180428611052,-6.29910682718708
FOXD2,-0.430296035394923,2.62692011860199,-1.14118227098677,0.263607938332538,0.347351789886432,-6.29951210300487
COL9A1,-0.242042482968145,0.183514761892668,-1.14022411018275,0.263999987882995,0.347844545750844,-6.30058353915311
RALYL,-0.425807991134079,0.827024351471012,-1.1399658078829,0.264105749706416,0.347960049212298,-6.30087223836518
C5orf58,0.309445059664607,0.273269396676061,1.13921660864504,0.264412683546682,0.348340563364967,-6.30170926668063
DCC,0.195238095238095,0.172413793103448,1.13877262863688,0.26459469679398,0.348484828791139,-6.3022050586176
LSMEM2,0.195238095238095,0.172413793103448,1.13877262863688,0.26459469679398,0.348484828791139,-6.3022050586176
SCN10A,0.195238095238095,0.172413793103448,1.13877262863688,0.26459469679398,0.348484828791139,-6.3022050586176
ZNF695,0.195238095238095,0.172413793103448,1.13877262863688,0.26459469679398,0.348484828791139,-6.3022050586176
OSM,-0.304761904761906,0.413793103448276,-1.13609054600886,0.265696176527947,0.349911562799683,-6.30519639883844
IL12A,0.229473690524267,0.26155043105935,1.13555034867006,0.265918427678355,0.350180270711444,-6.30579810732535
ZNF888,-0.440009378092357,3.59901934005161,-1.13532197484437,0.266012427175334,0.350280062496287,-6.30605240730111
PSMG3,-0.279752090133761,6.08045236893917,-1.13441044589726,0.266387856198624,0.350750396234405,-6.30706695401649
PLPP6,-0.228402456694947,7.64987973360857,-1.13416028851274,0.266490955104723,0.350862115592953,-6.30734525362567
RHBDD3,-0.34580292331193,6.87517817711542,-1.13394233128929,0.266580806772099,0.350956379524318,-6.30758768508435
FRMD7,0.498651424382071,1.71103758895286,1.13346037127663,0.266779570214046,0.351194004201933,-6.30812361343019
C12orf65,-0.236629360058467,7.08872959372435,-1.13316445726588,0.266901660357396,0.351330668974388,-6.3084525601985
ICAM4,-0.357508645700242,1.17771142048626,-1.13293665280011,0.266995677037175,0.351430363620409,-6.30870574112551
H4C3,0.418305055501922,0.585645041126184,1.13145793144913,0.26760654118064,0.352210293297584,-6.31034805919962
MROH7,-0.510049339333654,2.55002965815988,-1.13072285920002,0.267910578587225,0.352586313892347,-6.31116372869803
PPIB,-0.224816132257038,12.2154987744767,-1.13028639552157,0.268091225269526,0.352799904566133,-6.31164782020224
OASL,-0.34081948225545,6.54208632703577,-1.12877740454297,0.268716457463301,0.353598486976863,-6.31332016392893
TNFRSF19,-0.415125703562497,4.30524007701327,-1.12819334988453,0.268958736822877,0.353893074766943,-6.31396689800123
